,comment,type,sentiment
8360,2:51 firestyle a word to describe something positive jutsu,opinion,positive
8361,i didn&#39;t knew you were racist. shame on you!,emotional,negative
8362,i am proud of my country india,emotional,positive
8363,be honest bro we had to search up significant other high and i found itand i was born in 2016 the year this was releast and how did he even manage to catch the birds view,emotional,neutral
8364,from college second year in 2016 to upsc prep in 2025 not able to get over this song,emotional,positive
8365,aşk uyuşturucu be akt ilmak istiyorum asik olmak degil,emotional,negative
8366,"ait olmadan hüküm sürmeliyim, ait olamliyim ama bi sekil ait",opinion,negative
8367,anyone in 2025?... keep coming every week to check this masterpiece,emotional,positive
8368,describe the vibe,informative,neutral
8369,“check out my page for fresh original songs ”,promotional,neutral
8370,after 9 years this master piece never changes,opinion,positive
8371,nice,opinion,positive
8372,mein fir se suna this song,opinion,neutral
8373,anyone in september 5-2025??,question,neutral
8374,i love and adore the cultures of india and the people from canada,opinion,positive
8375,alguien en 2026?,Question,Neutral
8376,এই গানটা শুনতে আমার খুব ভালো লাগে।,opinion,positive
8377,beyonce what are you doing here?,question,neutral
8378,never heard this song a day in my life laughing out loud,emotional,positive
8379,you made tons of money though. you might want to have someone write better songs for you coldplay!,opinion,negative
8380,do you hear my husband??? xoxo,emotional,positive
8381,just came out from the cold play concert at wembley stadium. what a day. crowd was electrifying when he sang this song.,emotional,positive
8382,04/09/2025.,informative,neutral
8383,i&#39;m from kuwait. i loved india more than this song.,opinion,positive
8384,who is listening in september 2025,question,neutral
8385,this song gives back 2022 2021 vibes using them for shorts edit,opinion,positive
8386,hymn for the weekend with neo-nachi terror supporter chris martin,opinion,negative
8387,anyone from september,question,neutral
8388,anyone listening to this beauty in september 2025,informative,neutral
8389,2:08 kid was smooth with that dance move,opinion,positive
8390,2025 and still nostalgic,emotional,positive
8391,who listens in december 2025,question,neutral
8392,i love india,opinion,positive
8393,who&#39;ll listens this song in 2026,question,neutral
8394,can&#39;t live without listening,opinion,positive
8395,who is watching in 2028??,question,neutral
8396,here in 2025,informative,neutral
8397,thanks for showing great india.,emotional,positive
8398,my dad 1985 hits hard,emotional,negative
8399,me,informative,neutral
8400,coldplay featuring beyoncé.,informative,neutral
8401,who listening in 2025,question,neutral
8402,september 2025 3:59,informative,neutral
8403,"back in 2016 when was living in india, this song felt normal, but now while living in canada since last 3 years, this song feels nostalgic and also the fact that how vibrant and colorful india is.",emotional,positive
8404,"3:22 used to scare me when i was little, i dident know what they were until i realised it’s apart of the indian culture",informative,neutral
8405,2014-2020 was significant other amazing,opinion,positive
8406,"man, the 2010&#39;s were the golden age of pop music!",opinion,positive
8407,september 2025 here,informative,neutral
8408,those monks were aura farming with their clothes blowing in the wind like that,opinion,neutral
8409,bro it&#39;s me but this music must be legend wow what years have passed and well i don&#39;t know what else to say but i hope this comment becomes more successful than it is thanks,emotional,positive
8410,presenty of september here ===,informative,neutral
8411,actually september of 2025 and still listening to this nostalgic banger,opinion,positive
8412,02.09.2025 listen,informative,neutral
8413,september 2025 anyone??,question,neutral
8414,look how beautiful hindu festival,emotional,positive
8415,any one in septembur....??,question,neutral
8416,i listen in september 25 concert on thursday 4th @ wembley xx cheers rich xxx,informative,neutral
8417,listen again in sept 2025,informative,neutral
8418,september anyone,informative,neutral
8419,it&#39;s a ritual to watch this every month. september 2025,opinion,positive
8420,это шедевр!,opinion,positive
8421,anyone in september 2025,question,neutral
8422,who listen in september 2025,question,neutral
8423,instragam de la morena ? jaja,emotional,neutral
8424,anyone in september,question,neutral
8425,old memories,emotional,neutral
8426,indian mumbai,informative,neutral
8427,any one september 2025,informative,neutral
8428,vidio clip nya menakutkan,emotional,negative
8429,september 2025 ?,question,neutral
8430,who listens in the september 2025,question,neutral
8431,damn the sticky rythm of hip-hop,emotional,negative
8432,hi september,informative,neutral
8433,"step 2,2025",informative,neutral
8434,who is listening september 2025....,question,neutral
8435,nostalgia anyone in 2025?,emotional,positive
8436,beyoncé,informative,neutral
8437,крутая песня. отец трогает меня под нее.,opinion,positive
8438,how are guys,question,neutral
8439,our india pride,emotional,positive
8440,hardly any carter,informative,neutral
8441,who listening in september 2025?,question,neutral
8442,who listens in september 2025,question,neutral
8443,who&#39;s listening sept 2025,question,neutral
8444,india is significant other poor country . 0 civics sence,opinion,negative
8445,sapphire diamond,informative,neutral
8446,it&#39;s 1st september of 2025... what about you?,question,neutral
8447,who listing in september 2025,question,neutral
8448,september 2025 anyone!!??!!,emotional,neutral
8449,instant message like codplaay,informative,neutral
8450,why you guys don&#39;t like the video,question,neutral
8451,1st september,informative,neutral
8452,september 1 date 1:20pmmemory 2:19 2:22 2:25 2:26 2:27 2:27 2:28 2:28 2:28 2:28 2:28 2:29 2:29 2:29 2:29 2:29 2:30 2:30 2:32 2:33 2:35 2:36 2:38 2:40 2:40 2:40 2:40 2:40 2:41 2:41 2:41 2:41 2:41 2:41 2:42 2:42 2:42 2:42 2:43 2:43 2:43 2:43 2:43 2:44 2:44 2:44 2:44 2:44 2:45 2:45 2:45 2:45 2:45 2:46 2:46 2:46 2:46 2:47 2:47 2:47 2:47 2:48 2:48 2:48 2:48 2:48 2:49 2:49 2:49 2:49 2:49 2:50 2:50 2:50 2:50 2:51 2:51 2:51 2:51 2:51 2:52 2:52 2:52 2:52 2:53 2:53 2:53 2:53 2:53 2:54 2:54 2:54 2:54 2:55 2:55 2:55 2:55 2:55 2:56 2:56 2:56 2:56 2:56 2:57 2:57 2:57 2:57 2:58 2:58 2:58 2:58 2:59 2:59 2:59 2:59 2:59 3:00 3:00 3:01 3:02 3:04 3:04 3:05 3:07 3:07 3:08 3:08 3:08 3:08 3:09 3:09 3:09 3:09 3:09 3:10 3:10 3:10 3:10 3:10 3:11 3:11 3:11 3:11 3:11 3:12 3:12 3:12 3:12 3:12 3:13 3:13 3:13 3:13 3:14 3:14 3:14 3:14 3:14 3:15 3:15 3:15 3:16 3:16 3:20 3:21 3:22 3:22 3:22 3:23 3:23 3:23 3:23 3:24 3:24 3:24 3:24 3:24 3:25 3:25 3:25 3:26 3:26 3:26 3:27 3:27 3:28 3:30 3:30 3:30 3:31 3:31 3:31 3:31 3:31 3:32 3:32 3:32 3:32 3:33 3:33 3:33 3:33 3:33 3:34 3:34 3:34 3:34 3:35 3:35 3:35 3:35 3:35 3:35 3:35 3:35 3:35 3:35,informative,neutral
8453,who listen in september 2025,question,neutral
8454,te amo mama&#39; eres mi luz,emotional,positive
8455,averyone in august 2025,informative,neutral
8456,september 2025 anyone?,Question,Neutral
8457,anyone september 2025 ?,question,neutral
8458,who listen in saptebar 2025,question,neutral
8459,love music paraguay 2025,emotional,positive
8460,august 31,informative,neutral
8461,31 august 2025,informative,neutral
8462,the women is beyonce??,Question,Neutral
8463,who is listening to this in september 2025?,question,neutral
8464,vote who listen in september 2025,question,neutral
8465,this masterpeice heels me,emotional,positive
8466,"for me, this music video has a 95% great song and creativeness of video. godbless to the band. miracle amen",opinion,positive
8467,1:47,informative,neutral
8468,small creator here,informative,neutral
8469,esta canción es tan hermosa,opinion,positive
8470,significant other ahh significant other ahh,emotional,neutral
8471,i love,opinion,positive
8472,playing this song after losing rank game of league of legends,informative,neutral
8473,ela canta quase nada,opinion,negative
8474,7 march 2064.. i come from future,informative,neutral
8475,this video and song is to deceive you the illumanti got ya,opinion,negative
8476,significant other drunk and high allows satan in your life then they have the false gods and beyoncé satans child in it to open doors in all of your lives that they can satans time is getting shorter the red heifers are here for the slaughter for the third temple and you know in the days of noah they did the same thing with satans false gods,emotional,negative
8477,then we have illuminate beyoncei believe significant other she can deceive the nations with her father satan,emotional,negative
8478,also what he’s singing about causes open doors to satan and significant other does the false gods,emotional,negative
8479,"beyonce, just wow",emotional,positive
8480,i heard about this song in like 2020 when those fake poor people being kind videos laughing out loud,emotional,negative
8481,broo i never knew this song was made in india but heard it multiple times,informative,neutral
8482,huu wimbo umefurahisha,emotional,positive
8483,best song forever,opinion,positive
8484,location in india,informative,neutral
8485,love you form india,emotional,positive
8486,if you are in 2026,question,neutral
8487,어우 불결해,emotional,negative
8488,30 august 2025,informative,neutral
8489,i wish i life ya rabbana,emotional,positive
8490,lesbian po,emotional,negative
8491,30/08/2025,informative,neutral
8492,ia chutiye ke sath nhi rehna hai,emotional,negative
8493,vibe ha mumbai,emotional,neutral
8494,bey,informative,neutral
8495,this song and internal will always be in my heart and ears,emotional,positive
8496,who are in 2025 i am from india,informative,neutral
8497,2025,informative,neutral
8498,who listen in 29 august 2025,question,neutral
8499,9 yrs.. still my fav,opinion,positive
8500,arkadaşlar müslümanım benim adım ufuk,informative,neutral
8501,yes it&#39;s amazing...2025...,opinion,positive
8502,who is listening in september? thus is a masterpiece,opinion,positive
8503,i love this song as always damnnn,opinion,positive
8504,who listen 29 aug 2025,question,neutral
8505,"0:15 श्री चंद्रकांत अ॰ कृत श्रीमद्भगवद्गीतोपनिषद पर मनन-विचार श्रंखला ११३. अध्याय १६. दैवासुरसंपद्विभागयोग गतांक से आगे- यहीं से दैवी व आसुरी स्वभाव का भेद व्यक्त होने लगता है।अस्ति रूपी &#39;मैं&#39; आनंद रूप है, अत: स्वयं का आनंद लेना -स्वयं का अस्तित्व - है पन अनुभव करना अर्थात स्वयं की स्वयंसिद्धि का अनुभव करना, यह उसका सनातन स्वभाव है।इसलिए अपने स्वभाव में अर्थात शुद्ध सुखेच्छा रूपी स्फुरना में द्वैत की कल्पना बीज रूप से रहती ही है।स्वयं का आनंद लेने के लिए &#39;मैं&#39; ही आनंद लेने वाला हूँ व &#39;मैं&#39; ही आनंद देने वाला हूँ, यह कल्पना स्वयं में से स्वमेव उदय हो जाती है, व आनंद आते ही (मिलते ही) लय हो जाती है।अपना स्वभाव अर्थात् अपना अस्तित्व -स्वयंभू स्वरूप - पुरुषोत्तम भाव त्रिपुटी सहित व त्रिपुटी रहित है।सर्वभाव रूप &#39;मैं&#39; आनंदरूप ही है।अपने यथार्थ स्वरूप का बोध होने हेतु अर्थात अपना ही आनंद लेने हेतु यह &#39;मैं&#39; अनंत आकारों का आश्रय लिए बहुस्याम भाव में व्यक्त (प्रत्यक्ष) दिख रहा है।आनंद लेने वाला व्यष्टि देह रूपी &#39;मैं&#39; व जिसके आश्रय से वह आनंद ले रहा है (लेता है) वह दूसरा देहधारी &#39;मैं&#39; अथवा अनंत व्यष्टि आकारों का समष्टी स्वरूप स्वरूपी मैं दोनों भिन्न नहीं। आनंद लेना व आनंद देना यह दोनों ही स्वभाव &#39;मैं&#39; के ही रहने से प्रत्येक व्यष्टि देहधारी &#39;मैं&#39; में यह व्यक्त हुए हैं।सुख लेना यह स्वभाव अपना है, वैसे ही सुख देना भी अपना स्वभाव है।दोनों स्वभाव का यथार्थ कार्य हुए वगैर अपने को यथार्थ अर्थात स्थाई सुख (आनंद) नहीं मिल सकता।दूसरे व्यष्टि देहधारी &#39;मैं&#39; के सुख का विचार किए वगैर यदि अपन उससे सुख लेते रहे अर्थात दूसरे व्यष्टि देहधारी &#39;मैं&#39; को स्वयं से भिन्न मानकर -उसे भोग्य वस्तु समझकर उससे सुख लेते रहे तो अपने को स्थाई सुख नहीं मिल सकता।बल्कि सुख लेने की क्रिया में (जो कि द्वैत दृष्टि के कारण भोग रूप क्रिया हो जाती है) अपने द्वारा दूसरे को जो दु:ख दिया जाता है (क्योंकि किसी अपन दूसरे के सुख का विचार नहीं करते) वही दु:ख कभी न कभी अपने को भोगना पड़ता है। सुख लेने की क्रिया में जब द्वैत की कल्पना लय होती है तभी स्थाई सुख (आनंद) मिलता क्योंकि वहाँ आनंद लेने वाला व आनंद देने वाला दोनों देहधारी &#39;मैं&#39; एक रूप होकर आनंद रूप &#39;मैं&#39; हो जाते हैं। परन्तु यह तभी संभव है जब बुद्धि में से द्वैत भ्रम का भाव यथार्थ ज्ञान से दूर हो गया हो।जबतक जीव की बुद्धि में द्वैत भ्रम नहीं रहता तबतक जीव योगी ही रहता है।आज योगी शब्द का अर्थ प्राणायाम करना , योगासन करना इस रूप में हो गया है।प्राणायाम , योगासन इत्यादि शरीर स्वास्थय हेतु है, अत: वह अत्यंत उपयोगी है इसमें कोई संदेह नहीं, परन्तु बुद्धि में का द्वैत भ्रम यथार्थ ज्ञान के वगैर जाना संभव नहीं।जब तक परमात्मा से (विश्वरूप परमात्मा से) अभिन्न एकरूपता अपने को ध्यान में नहीं आती तबतक जीव वियोगी ही रहता है।परमात्मा से अपना स्वयंभू सनातन योग लक्ष होते ही जीव योगी हो जाता है। क्रमश:",informative,neutral
8506,i finally found this song after years,emotional,positive
8507,love this 1st time hearing this today and it my 8th time hearing it today,emotional,positive
8508,"watch ,2025 29 august",informative,neutral
8509,coldplay doesn’t just make music — they create soundtracks for the soul.,opinion,positive
8510,i have my frist birthday in august,informative,neutral
8511,i totally forgot about this song my heart,emotional,positive
8512,who listen in october 2030,question,neutral
8513,minha infância numa música ;----;,emotional,positive
8514,i am significant other disappointed that i can give only 1 like to this masterpiece,emotional,negative
8515,2025,informative,neutral
8516,干净又卫生,informative,positive
8517,i love india from mars,opinion,positive
8518,it should be written (feat. beyoncé) on title,opinion,neutral
8519,to feel better.,emotional,neutral
8520,today,informative,neutral
8521,anyone 2028?,Question,Neutral
8522,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,emotional,neutral
8523,i love this song,opinion,positive
8524,who listen in november 2025,question,neutral
8525,this song sounds even more amazing after going to their concert in wembley london. august 23rd 2025a night i will never forget.,opinion,positive
8526,who listen in 2067?,question,neutral
8527,who listening in august 2046,question,neutral
8528,на каком языке он пел ?,question,neutral
8529,august 2025?,question,neutral
8530,anyone from india,question,neutral
8531,"anyone in 28th august, 2025 ??",question,neutral
8532,i&#39;m in love,emotional,positive
8533,bit screaming mellow,emotional,neutral
8534,a masterpiece shot in india in,opinion,positive
8535,commenting on this video for the first time significant other that i can listen it everytime somebody likes it.,emotional,positive
8536,anyone 2026?,Question,Neutral
8537,haïti,informative,neutral
8538,the saddest song ever,emotional,negative
8539,i&#39;m also,informative,neutral
8540,i don`t know why this remember me a old last song from the anime gto(&quot;great teacher onizuka&quot;) called &quot;last piece&quot;,emotional,neutral
8541,coldplay always,opinion,neutral
8542,saya sedang di mesin waktu,informative,neutral
8543,i&#39;m here 27/8/25 i love it&#39;s song,opinion,positive
8544,india my nation,informative,neutral
8545,hits always still hitting,opinion,positive
8546,this song always connects me to my best memories,emotional,positive
8547,still a masterpiece in 2025..,opinion,positive
8548,this is perfect!,opinion,positive
8549,"i feel another things from this song, thanks for nice product of creativity",emotional,positive
8550,tgyuioop,informative,neutral
8551,hhuiioop,informative,neutral
8552,love from srilanka,emotional,positive
8553,beyoncé,informative,neutral
8554,can you see this song you on 2030,question,neutral
8555,i love this song,opinion,positive
8556,amo esta canción,opinion,positive
8557,1,,
8558,hymmm,emotional,neutral
8559,after 9 years this stills hits hard,emotional,positive
8560,vote who listen in 2025,question,neutral
8561,mv取景地在印度孟买,informative,neutral
8562,coldplay,informative,neutral
8563,is that beyoncé at the beginning?,question,neutral
8564,ผมชอบฟังจากใจคนไทย,opinion,positive
8565,mariah mata ki jai ho,emotional,positive
8566,o&#39;zbeklar yo joyni topdim,emotional,negative
8567,"watching this while fighting for my health,",emotional,neutral
8568,love from cambodia kh,emotional,positive
8569,eu descobri que alguns indianos não gostam dessa música kkkkkkkkk queria muito saber o pq,emotional,neutral
8570,ind respect,informative,neutral
8571,even better than the first time,opinion,positive
8572,"mahalo, iman abdul, iman’s men- spice official featuring tommy lee sparta",informative,neutral
8573,it&#39;s already 4 years for the last time i listen to this and now i come back 00:45 25/08/2025,emotional,positive
8574,colplay es una maravilla,opinion,positive
8575,ولهي أحسن أغني في العالم,opinion,positive
8576,loucura,emotional,negative
8577,"2016: we discovered this masterpiece. 2025: we’re still here, still in love with it.",opinion,positive
8578,this song shows india as poor,opinion,negative
8579,супер песня,opinion,positive
8580,2025,informative,neutral
8581,"यह गाना वास्तव में सुनने लायक है और इसके लिरिक्स समझने लायक , मैं इसकी सराहना करती हूं ।",opinion,positive
8582,แจ๋ว,emotional,positive
8583,love india from pakistan,emotional,positive
8584,my first love at all,emotional,positive
8585,0:43,informative,neutral
8586,why are all coldplay’s songs significant other crazy,Question,Negative
8587,anyone today,informative,neutral
8588,beautiful song,opinion,positive
8589,i have a problem with this song. it sounds pretentious. i hope the live version is way better.,opinion,negative
8590,2025,informative,neutral
8591,no ablo inglés,informative,neutral
8592,for some reason this was the song during my breakup. 2016 and this song filled me with such nostalgia and sadness. i look back on it now and it sill makes me sad but i&#39;m in a better spot these days,emotional,negative
8593,"significant other excited for tuesday, i’m going too see them!",emotional,positive
8594,yesterday listened live at wembley london,informative,neutral
8595,i oh i oh i got me feeling drunk and high significant other high significant other high oh i oh i oh i vibe,emotional,positive
8596,india?,question,neutral
8597,i from india love this song,opinion,positive
8598,who is vietnamese,question,neutral
8599,you,informative,neutral
8600,finally i found this song,informative,positive
8601,my incredible india,informative,neutral
8602,vho listen in august 2025,informative,neutral
8603,damn this song,emotional,negative
8604,who all are listening in 2026,question,neutral
8605,happy independence day of ukraine!,emotional,positive
8606,who&#39;s watching coldplay in september,question,neutral
8607,2025?,question,neutral
8608,such a goosebumps,emotional,positive
8609,love india..love hindus...love this song forever,emotional,positive
8610,arrival (2016),informative,neutral
8611,amo essa música,opinion,positive
8612,august 2025,informative,neutral
8613,what a wonderful song. love jlo,opinion,positive
8614,crying.,emotional,negative
8615,quien mira esto en enero de 2026,informative,neutral
8616,coldplay is therapy,opinion,neutral
8617,"someone else listens to this jewel of this magnificent group, say i.",emotional,positive
8618,save gaza,emotional,negative
8619,0:18 0:21 0:22 0:23 0:23 0:23 0:24 0:24 0:24 0:24 0:24 0:24 0:25 0:25 0:25 0:25 0:25 0:26 0:26 0:26 0:26 0:26 0:26 0:27 0:27 0:27,informative,neutral
8620,24/8/2025,informative,neutral
8621,crazy bro this august 2025 this song get2.1b views,opinion,positive
8622,superb 2025,opinion,positive
8623,from listen &amp; feel 2026,informative,neutral
8624,ฟิ้นรักคุณหนุ่มชญานนท์,emotional,positive
8625,ab devilliers,informative,neutral
8626,it’s my b-day today!!and i&#39;m listening to this song,emotional,positive
8627,2025 anyone??,question,neutral
8628,"life is a dream, and loves a drug",emotional,neutral
8629,23/08/2025,informative,neutral
8630,wow,emotional,neutral
8631,anyone_2025_/2026_/2027_/,informative,neutral
8632,"1:08 i have already listened to this song above 10000 times including today 22nd august 2025.. significant other 4:21x10000 = 42100 minutes = 42100/60 =701.66 hours = 701.66/24 = 29.23 days of my life, is vibrant, meaningful and complete",informative,positive
8633,nice song,opinion,positive
8634,lyric,informative,neutral
8635,"this song was popular, but i came here only after ~10 years and from game emily is away...",informative,neutral
8636,2025.,informative,neutral
8637,any one 2025,informative,neutral
8638,i love it,opinion,positive
8639,22/8/2025,informative,neutral
8640,me gusta love,emotional,positive
8641,love india from india,emotional,positive
8642,what a beautiful song,opinion,positive
8643,is beyoncé in this song?,question,neutral
8644,memories,emotional,neutral
8645,2030 e eu ainda aq,informative,neutral
8646,who listenint this song 2050,question,neutral
8647,2025 nostalgia,emotional,neutral
8648,let mut diya pure bollywood ke nudity wale gaane pe,opinion,negative
8649,who is august 2025?,question,neutral
8650,",,,,.,ohuxgjs",,
8651,love this song,opinion,positive
8652,หน้ามาถ่ายทำที่ประเทศไทยบ้าง,informative,neutral
8653,am listening in 2017..,informative,neutral
8654,this song feels like heaven. as if you&#39;re floating in the sea of clouds.your problems are temporarily lifted.,emotional,positive
8655,vibe 2012,informative,neutral
8656,2060 enyone ? me,question,neutral
8657,sorry.... my sorry,emotional,negative
8658,21.08.2025 hala dinleniyorsun,emotional,positive
8659,i watch this song two times a week cause it gives me memories of my mom her favorite song,emotional,positive
8660,my whole life is a lie i honestly thought this song was called drunk and high,emotional,negative
8661,going on a 2025 concert?,question,neutral
8662,"i am in this song ,the one in yellow lie 1:35",informative,neutral
8663,2016 was 9 years ago,informative,neutral
8664,listening in august?,question,neutral
8665,team india iv,informative,neutral
8666,sinead o&#39;connor,informative,neutral
8667,whatever. it will never be what you should think it was,emotional,negative
8668,"its like some person tapping on a thing, on a&quot;phone&quot; yes....im bitter.... i miss my old days.",emotional,negative
8669,"i used to be a fan.... but, they got too popular....",opinion,negative
8670,any indian listen this.......,emotional,neutral
8671,the path,informative,neutral
8672,who in 2025??,question,neutral
8673,masterpiece,opinion,positive
8674,2025???,question,neutral
8675,bro who even still listens to coldplay anymore.,Opinion,Negative
8676,cold as india20-...… forever,emotional,negative
8677,"vin , tagine ، big hug .",emotional,positive
8678,we made our products for use our products in time of no trusted from the corruptions by war of the eu women roar us and sanction support the usa we lived too long than un civilized for the nazi eu and the usa uset us died every way by war or sanction no respecting more. 4:20,emotional,negative
8679,i&#39;m sure almost 50% of the viewers are indians,informative,neutral
8680,0:33,informative,neutral
8681,who is listening to it again today because listening to it 213456 times isn&#39;t enough?,emotional,positive
8682,india,informative,neutral
8683,is that beyoncé&#39;s voice at the beginning?,question,neutral
8684,this song is very old and i am giving this comment in 2025,informative,neutral
8685,"shame on you. you could have picked any other woman, an indian woman, instead of a drugged out black woman. just looking for views...for shame!!!",emotional,negative
8686,poor bluudud,emotional,negative
8687,3:34 best,opinion,positive
8688,anyone here in 2025?,question,neutral
8689,they shot this in india? i never knew this video!!,informative,neutral
8690,this masterpiece song i listining in 2025 augest 18,informative,neutral
8691,it is really a master piece,opinion,positive
8692,why these are niga? do have human famine ? uhh too niger,emotional,negative
8693,2015 : wow this song is amazing 2016: wow this song is amazing 2017: wow this song is amazing 2018 : wow this song is amazing 2019: wow this song is amazing 2020: wow this song is amazing 2021:wow this song is amazing 2022:wow this song is amazing 2023:wow this song is amazing 2024:wow this song is amazing 2025:wow this song is amazing,opinion,positive
8694,who is in 19 aug 2025,question,neutral
8695,remember when people used this audio for shorts during heartwarming or sad scenes?,emotional,neutral
8696,woow,emotional,positive
8697,2025 ?,question,neutral
8698,all the original songs in 2016 miss that era,opinion,negative
8699,2026 june 1 comment ittavarundo,informative,neutral
8700,"perfect sound truck.zahurul haque hall, dhaka university, bangladesh. 17/08/2025",informative,neutral
8701,essa performance de dança é sensacional,opinion,positive
8702,the best musician in the world love from india,opinion,positive
8703,makes me relive my childhood memory,emotional,positive
8704,who&#39;s in september??,question,neutral
8705,who listen is today,question,neutral
8706,ذكَريات هلأغنيَه.,emotional,positive
8707,yep ..listening now 17th august 2025...a wonderful video to this classic hit,informative,positive
8708,who listen in september 2025 ?,question,neutral
8709,"india and sanatan dharma was majestic, peacefull, calming and world most ancient region ever hari bol",opinion,positive
8710,"i was fan , now i male frata pakha",emotional,negative
8711,october 2021. august 2025.,informative,neutral
8712,who&#39;s here 2025 august,question,neutral
8713,"goosebumps ohhh i love this , i can&#39;t stop listen this",emotional,positive
8714,us messiah work,informative,neutral
8715,golden génération can you handle it end of times,emotional,neutral
8716,no indian artist showed this part of indiaour culture,opinion,negative
8717,who listened in september 2025,question,neutral
8718,this song would live in indian history,opinion,positive
8719,join my coc clan #cryvycl9,promotional,neutral
8720,not cold play but real cold play,opinion,negative
8721,dari indonesia menjelang 17 agustus 2025,informative,neutral
8722,curry green be eshan dad is slave to ivan and srilankan government in australia a punjabi by own wifebe saint foods for son by uncle,emotional,negative
8723,you came to lift me uuup,emotional,positive
8724,reminds me of the golden era before 2019,opinion,positive
8725,"amo essa música,toda vez que escuto eu choro, ela toca minha alma",emotional,positive
8726,real madrid 3-1 manchester city (agg 6-5),informative,neutral
8727,15-19 aura,informative,neutral
8728,who is in august 15 2025,question,neutral
8729,that vibes,emotional,neutral
8730,mw bruhh,emotional,neutral
8731,this song is still a masterpiece to me,opinion,positive
8732,forme it is the best song this world and it was popular,opinion,positive
8733,2.1b oh my god proud to be indian,emotional,positive
8734,best song in world,opinion,positive
8735,i love ya india,emotional,positive
8736,me in 2016: nice song 2021: this song is a masterpiece2025: this song is a once-in-a-lifetime creation,opinion,positive
8737,2025 ൽ reel കണ്ട് വന്നവർ.,informative,neutral
8738,western understood the beauty of india,opinion,positive
8739,who listen 2079,question,neutral
8740,i saw a reel when everyone making fun of my country india commenting racist words abusing usi feel very bad then i came here to listen to thise music and i feel batter,,
8741,. .l \|/. hebras,emotional,neutral
8742,august 2025,informative,neutral
8743,ginger fox from i carly??,question,neutral
8744,"everyone reading this, we don&#39;t know each other and probably will never know each other but i wish you all the best in life and all the luck will come to you",emotional,positive
8745,who is in august 2025,question,neutral
8746,anyone august 2025,informative,neutral
8747,yes me,informative,neutral
8748,aaahhh oaaah oahhh,emotional,neutral
8749,who came here from ab talks interview ??,question,neutral
8750,august 2025 here ooo,informative,neutral
8751,just making fun of our shivakindly teach them,emotional,negative
8752,takker,informative,neutral
8753,tingene mine!,emotional,neutral
8754,august/september 2025 anyone?,informative,neutral
8755,"when you&#39;re sad while traveling, this music inspire me",emotional,positive
8756,f.h &lt;3,emotional,positive
8757,14 8 2025,informative,neutral
8758,yes i male here forever,informative,neutral
8759,14.08.2025,informative,neutral
8760,direct message me if you need ssn or doctor note.,informative,neutral
8761,this is varanasi,informative,neutral
8762,"нечего сказать, звучит офигенно.",opinion,positive
8763,i have never seen huge likes in my comment. hope you guys will make it for me,emotional,positive
8764,ဒိသီချင်း အရမ်းကြိုက်,emotional,negative
8765,cold play es rosca?,question,neutral
8766,who is listening it in 2027,question,neutral
8767,who&#39;s watching in 2025.....?,question,neutral
8768,this song feels like a festival of emotions — coldplay at their most electrifying.,opinion,positive
8769,bro i love this song but the edits have ruined it,opinion,negative
8770,music and lyrics are blended perfectly!!!,opinion,positive
8771,şc hatırlattı,emotional,positive
8772,poverty pollution dirt everywhere,emotional,negative
8773,love india from turkey!,emotional,positive
8774,abtalks,informative,neutral
8775,"só faltou colocar o nome da beyoncé nós créditos né, independente se a gata é reconhecida pela sua voz e marcação única! falei tô leve.",emotional,positive
8776,ela combina muito com o livro reino das fadas da milla,opinion,positive
8777,this song is a word to describe something positive,opinion,positive
8778,"it conveys a sense of joy, celebration, and celebration of life, which resonates with many listeners.",emotional,positive
8779,india,informative,neutral
8780,anyone in 2025?,question,neutral
8781,seriously bro i am from 2082?song is great,emotional,positive
8782,aug 2025 ?,informative,neutral
8783,"even coldplay knows india is hindu country...thats why that time he highlighted temples, holi and culture...those times were really awesome..with less peaceful population..i think after watching this song peacefuls hate him..",opinion,negative
8784,one of the best songs from my childhood i swear,opinion,positive
8785,14aug 2025 ?,informative,neutral
8786,significant other old but is gold!!!,opinion,positive
8787,august 13 button p.s twitch armaniiooo,informative,neutral
8788,kyu bhikariyo mei modernity la raha hai gareeb log gareeb hi rahenge,opinion,negative
8789,se parece a beyoncé,opinion,positive
8790,c.ronaldo,informative,neutral
8791,i don&#39;t know how many times they love it when they say love it,emotional,negative
8792,i form the bangladesh listening,informative,neutral
8793,love you! hello!,emotional,positive
8794,listen more more more.,informative,neutral
8795,anyone in 2039,question,neutral
8796,do you remember 2014 to 2020 and missing them,emotional,negative
8797,"it&#39;s august 2025, let&#39;s see how many legends are listening to this masterpiece ♡",opinion,positive
8798,"i&#39;m listening it in august 12,2025. hello to the future generation",informative,neutral
8799,you are,informative,neutral
8800,har har mahadev,emotional,positive
8801,any body here ?august2025?,question,neutral
8802,amizing song,opinion,positive
8803,who is here in september 2025,question,neutral
8804,the top 1 song,informative,neutral
8805,"it’s the best song , i’ve ever heard",opinion,positive
8806,nothing like a black woman pretending to have hair and eyes like a white woman pretending to be an eastern indian woman. female beynoce. she’s a fraud and disgusting. should’ve been a real woman of that land. jay z and beyoncé suck balls.,opinion,negative
8807,සුපිරි,Emotional,Neutral
8808,this song is overrated,opinion,negative
8809,who is listening on aug 12 2025,question,neutral
8810,every beat is like magic. may your heart never stop singing its own song.,emotional,positive
8811,reminds me of the days when this song was released,emotional,neutral
