clean_comment_v1,clean_comment_v2,sentiment,type
যে দেশের রাস্তাই ঠিক নেই একটু বৃষ্টি হলেই রাস্তার মধ্য হাটু জল থাকে ফিটনেস বীহিন গাড়ি ব্যক্তিগত গাড়ি আর আমাদের নিয়ম ভাঙ্গার অভ্যাস তো আছেই,দেশের রাস্তা একটু বৃষ্ রাস্ত মধ্য হাটু জল ফিটনেস বীহিন গাড়ি ব্যক্তিগত গাড়ি নিয়ম ভাঙ্গ অভ্যাস আছ,0,0
কত যে বাল ফালাইবা,বাল ফালাইবা,0,0
কত যে বাল ফালাইবা,বাল ফালাইবা,0,0
ha bhai thik bolachen,ha bhai thik bolachen,2,0
সালা চোর,সালা চোর,0,0
সালা চোর,সালা চোর,0,0
stay beside us,stay besid us,2,0
এগিয়ে যাও আমরা আছি তোমাদের সাথে,এগা যাও আছি তোমা সাথে,2,0
পদ্দা সেতুর কাজের আগ্রগতি দেখে আমি মুগধ তাই আগ্রগতি আব্বাহত রাখতেশেখ হাসিনাকে বার বার ভোট দেওয়া দরকার,পদ্দা সেতুর কাজ আগ্রগতি মুগধ আগ্রগতি আব্বাহত রাখতেশেখ হাসিনা ভোট দরক,0,0
পদ্দা সেতুর কাজের আগ্রগতি দেখে আমি মুগধ তাই আগ্রগতি আব্বাহত রাখতেশেখ হাসিনাকে বার বার ভোট দেওয়া দরকার,পদ্দা সেতুর কাজ আগ্রগতি মুগধ আগ্রগতি আব্বাহত রাখতেশেখ হাসিনা ভোট দরক,2,0
৪০ হাজার কোটি টাকা খরচ করে পদ্মার মত অন্তত ৩ টা বানাইতে পারত,টাকা খরচ পদ্ম বানাইতে পারত,1,0
যদি না আসে আবার সেখহাসিনা সেতু বলবে টাটা,না সেখহাসিনা সেতু বলবে টাটা,0,0
ঘোরার আনডা হবে,ঘোর আনডা,0,0
tomar anda hocce sagoler bacca chokhe dekhona ki hocce gorar anda naki tomar andaoh sorry tomar to anda e nay tomi ki bojba andar gorotto,tomar anda hocc sagol bacca chokh dekhona ki hocc gorar anda naki tomar andaoh sorri tomar anda e nay tomi ki bojba andar gorotto,0,0
the tech show vevo thanks a lot,tech show vevo thank lot,1,0
innalillah,innalillah,0,0
innalillah,innalillah,1,0
bai se badimar khobor porca,bai se badimar khobor porca,0,0
দাড়ি কমা ঠিক করে কথা বলো,দাড়ি কমা কথা বলো,0,0
abal ar bachcha,abal ar bachcha,0,0
তুমি কি গান্জা খাইছ কথা এরকম কা,গান্জা খাই কথা কা,0,0
ভাই আপনি কথা বলে উপস্থাপন করলেন নাকি ছড়া বললেন বুঝতে পারলাম না প্রেজেনটেশান টা ভাল করে শিখুন ভবিষ্যৎ এ কাজে আসবে আবালের মতো এসব আবালগিরি আর যেনো না শুনি,ভাই কথা উপস্থাপন ছড়া বুঝ পার না প্রেজেনটেশান শিখুন ভবিষ্যৎ আসবে আবাল এসব আবালগিরি যেনো না শুনি,0,0
vai jara abal r kotha bolar juggota nai tarai youtuber hote ase ami totally fedup ei bolodder samne pele choraiya gal fatai feltam faltu jottosob voice r uccharon,vai jara abal r kotha bolar juggota nai tarai youtub hote ase ami total fedup ei bolodd samn pele choraiya gal fatai feltam faltu jottosob voic r uccharon,0,0
ai tor vasa emon,ai tor vasa emon,1,0
need sexy boy,need sexi boy,1,0
need sexy boy,need sexi boy,2,0
i look forward to leading the metrorail engineering team one day born in bangladesh i am the head of performance of the most punctual rail franchise in the uk also one of the best in the world all the best​,look forward lead metrorail engin team one day born bangladesh head perform punctual rail franchis uk also one best world best​,2,0
আপনার সুন্দর মন্তব্যের জন্য আপনাকে অনেক ধন্যবাদ,সুন্দর মন্তব্য আপনা ধন্যবাদ,2,0
ame gokhon namiz pore tokhon ame amr natre gonna doy kore,ame gokhon namiz pore tokhon ame amr natr gonna doy kore,2,0
ame gokhon namiz pore tokhon ame amr natre gonna doy kore,ame gokhon namiz pore tokhon ame amr natr gonna doy kore,2,0
good job make more development dont be like pakistan from india and ya need to control population with 2 child policy for both bangladeshindia,good job make develop dont like pakistan india ya need control popul child polici bangladeshindia,2,0
kausik das i agree with you but government will not come up with this the way are you from kolkata,kausik da agre govern come way kolkata,2,0
kausik das bangladeshs current fertility rate is which is one of the lowest in south asia even better than india pakistan nepal etc,kausik da bangladesh current fertil rate one lowest south asia even better india pakistan nepal etc,2,0
এই রেল চলবে ঘণ্টায় ৩২ কিমি এই রেলের কর্মকর্তারা যদি সাবেক রেলের লোক হয় তবে এটাও ঢাকার বিষফোড়া হয়ে যাবে কারন আমাদের এই দেশের রেল ধ্বংস করছে রেলের সাবেক দুর্নীতিবাজ কিছু কর্মকর্তারা ভালো লোকদের কখনও কোন কাজ দেয়া হয়নাই ঢাকা এখন গযবের শহর এ শহরের ৭০৮০ প্রাইভেট গাড়ী যদি সরকারী ও রাজনীতিবিদ লোকের হয় তবে এ দেশ কি ভাবে উন্নতি হবে এখন সরকারী লোক সাবাই এখন বড় লোক,রেল চলবে ঘণ্টায় কিমি রেলের কর্মকর্তা রেলের লোক এটা ঢাকা বিষফোড়া কারন দেশের রেল ধ্বংস রেলের দুর্নীতিবাজ কর্মকর্তা ভালো লোক দেয়া হয়না ঢাকা গযব শহর শহর প্রাইভেট গাড়ী সরকারী রাজনীতিবিদ লোক দেশ উন্নতি সরকারী লোক সাবা বড় লোক,1,0
এগিয়ে যাচ্ছে বাংলাদেশ,এগা বাংলাদেশ,2,0
সরকারকে বলবো কাজগুলো যেনো মান সম্পান্ন হয় ভাল হয় এই দিকে নজর দিতে হবে আমরা জনগন জানি শেখ হাসিনা নজর দিলে কাজ ভালো হবে ইনশায়াল্লাহ,সরক বলবো কাজ যেনো সম্পান্ন নজর জনগন জানি শেখ হাসিনা নজর দিলে ভালো ইনশায়াল্লাহ,2,0
its ok toi to mofij abal,ok toi mofij abal,1,0
tobe metro rail ta matir niche hole bhalo,tobe metro rail ta matir nich hole bhalo,0,0
এগুলো হচ্ছে সব লোক দেখানো কাজ,এই লোক দেখানো,0,0
rafi khan হায়রে কপাল মোনদো চোখ থাকিতে,rafi khan হায়রে কপাল মোনদো চোখ থাকি,1,0
uff oboses a valo laglo,uff obos valo laglo,2,0
bd goverment why so fucking solow have to be fucking first,bd gover fuck solow fuck first,0,0
সঠিক কথা,সঠিক কথা,2,0
masha allah,masha allah,2,0
যানজট অনেক কমবে এমন আরো ৪৫ টি মেট্রো এর কাজ হাতে নেয়া দরকার আশাকরি গাবতলি টু গুলশানভাটারা মেট্রো এর কাজ শুরু হবে,যানজট কমবে আরো মেট্রো হাত নেয়া দরক আশাকরি গাবত টু গুলশানভা মেট্রো,2,0
shakil ahmed গাবতলি থেকে গুলশানবসুন্ধরা পর্যন্ত মেট্রো ট্রেন এর কাজ শুরু হয়েছে যেখানে ট্রেন মাটির নিচ দিয়ে যাবে গাবতলি বাস টার্মিনাল সরানো হলেই কাজ পুরোদমে শুরু হবে,shakil ahm গাবত গুলশানবসুন্ধ মেট্রো ট্র ট্র মাটি নিচ গাবত বাস টার্মিনাল সরানো পুরোদমে,1,0
mir ratul খিলগাঁও তে যাবে না অন্য কোন রুটে খিলগাঁওমালিবাগ এড হতে পারে,mir ratul খিলগাঁ তে না রুটে খিলগাঁওমালিবাগ এড,1,0
মাশাআল্লাহ,মাশাআল্লাহ,2,0
রং নিয়ে ফাল না পাড় ভালো মানের রেল দেশে নিয়ে আসবেন কিভাবে সেগুলো ভাবুন matro train এর জন্য আমরা অনেক ভুগান্তিতে আছি আশা করি এর ফল পাব,রং ফাল না পাড় ভালো মান রেল দেশ আস ভাবুন matro train ভুগান্তি আছি আশা ফল পাব,0,0
onek valo kaj hosse,onek valo kaj hoss,2,0
digital bangladesh ar joy hoq,digit bangladesh ar joy hoq,2,0
আলহামদুলিল্লাহ সঠিক ভাবে সঠিক সময়ে বাস্তবায়ন হওয়া চাই,আলহামদুলিল্লাহ সঠিক সঠিক সময় বাস্তবায়ন হওয়া চাই,2,0
train a scientific colour use korte hobe colour should be white because white colour reflect the rastai gaas ase taw bus er moddhe thakle gorom lage r metro rail to cholbe upor diye direct sun heat exposure hobe train er upore so ultimately jatrira gorom onuvob color hole gorom kom lagbe jatri ra santi onuvob korbe,train scientif colour use kort hobe colour white white colour reflect rastai gaa ase taw bu er moddh thakl gorom lage r metro rail cholb upor diy direct sun heat exposur hobe train er upor ultim jatrira gorom onuvob color hole gorom kom lagb jatri ra santi onuvob korb,1,0
গ্রীস থেকে,গ্রীস,1,0
dekhen indian flag er color jeno na hoye jai,dekhen indian flag er color jeno na hoy jai,1,0
metul khan,metul khan,2,0
ভাই বাংলাদেশ স্বপ্নদেখাতে জানে কিন্তু স্বপ্ন পুরন করতে পারেনাসবি স্বপ্ন হয়ে থাকেএইসব শুনতে শুনতে আর ভাল লাগেনা এইসব ভুয়া দেখা জা এ কথা আর কাজে কুনো মিল নাই ও থাকেনা তখন কতো দাদা চাচা এসে খমতা দেখাতে এসে যাবে,ভাই বাংলাদেশ স্বপ্নদেখা স্বপ্ন পুরন পারেনাসবি স্বপ্ন থাকেএইসব শুন শুন লাগেনা এইসব ভুয়া জা কথা কুনো মিল থাকেনা কত দাদা চাচা খমতা দেখা,0,0
apni ki 60 shes,apni ki she,1,0
muktar hosen muktar 60 kaj ki sopne sesh naki vaimoja nilen,muktar hosen muktar kaj ki sopn sesh naki vaimoja nilen,1,0
muktar hosen muktar 60 kaj ki sopne sesh naki vaimoja nilen,muktar hosen muktar kaj ki sopn sesh naki vaimoja nilen,0,0
muktar hosen muktar 60 kaj ki sopne sesh naki vaimoja nilen,muktar hosen muktar kaj ki sopn sesh naki vaimoja nilen,0,0
muktar hosen muktar 60 kaj ki sopne sesh naki vaimoja nilen,muktar hosen muktar kaj ki sopn sesh naki vaimoja nilen,0,0
মতিঝিল শেষ না করে ভবিষ্যতে সদরঘাট পর্যন্ত করা যায় সেই ব্যবস্থা রাখলে আরো বেশি উপকিরত হবে,মতিঝিল না সদরঘাট যায় ব্যবস্থা রাখলে আরো উপকিরত,2,0
most welcome,welcom,2,0
lol made by japan u talking abt quality,lol made japan u talk abt qualiti,0,0
ওবাইদুল কাদের শুধু ওনার এলাকার ও আশেপাশেরর এলাকার কাজ করে জাচ্ছেন বাহিরের এলাকা ও গ্রামের কথা ওনার মাথায় নাই,ওবাইদুল কাদের ওন আশেপাশেরর জায় বাহির এলাকা গ্রাম কথা ওন মাথায়,0,0
ধন্যবাদ শেখ হাসিনা,ধন্যবাদ শেখ হাসিনা,2,0
বিতর্কিতভাবে নির্বাচিত হবার পরও শুধু শুধুই ক্ষমতায় টিকা নাই যা উন্নয়ন করছেন প্রধানমন্ত্রী তা পরবর্তী যেকোন সরকারের জন্য এক আদর্শ,বিতর্কিতভাবে নির্বাচিত হব পর শুধু ক্ষমতায় টিকা উন্নয়ন প্রধানমন্ত্রী যেকোন সরকার আদর্শ,0,0
dhaka theke chittagong jaoar shomoy pray ghonta jam a porsilam alhamdulillah eita taratari chalu kore dile valoi hobe,dhaka theke chittagong jaoar shomoy pray ghonta jam porsilam alhamdulillah eita taratari chalu kore dile valoi hobe,2,0
ব্রাকআহসানউল্লাহএআইইউবিসাউথইষ্টইউআইইউনর্থ সাউথইনডিপেনডেন্ডড্যাফোডিলইষ্টওয়েষ্টএশিয়াপপ্যাসিফিক এদের সর্ম্পকে তো কিছু বললেন না কারন এরা দেশের টপ প্রাইভেট বিশ্ববিদ্যালয়একটি বাজে ইউনিভার্সিটির জন্য আপনি সবাই কে নিশ্চই খারাপ বলতে পারেন নাআর আমি নিজেও ঢাকা ইউনিভার্সিটিতে চান্স পেয়েও পরি নাই এখন পরাশোনা করছি আহসানউল্লাহ তেআর আমি জানি আহসানউল্লাহ তে চান্স নিতে শতগুন বেশি কষ্ট হয়েছে ঢাকা বিশ্ববিদ্যালয় থেকেআর প্রাইভেট ও পাবলিকের মধ্যাকার কম্পারিজন আমি তুলে ধরছি ১২০১২ থেকে ২০১৮ পর্যন্ত বাংলাদেশ রোবোকোপ চ্যাম্পিয়নরা হলব্রাকব্রাকআহসানউল্লাহইউআইইউএআইইউবি আহসানউল্লাহসাউথইষ্ট এখানে আপনার পাবলিকরা কেন প্রযুক্তিগত এই প্রতিযোগিতা জিততে পারছে না বলতে পারেন ২পাবলিকের বয়স কত আর প্রাইভেট এর বয়স কতএত অল্প সময়ের ব্যাবধানেই পাবলিক ধরাশায়ী হচ্ছে নামী দামী প্রাইভেট এর কাছে আর প্রাইভেট বিশ্ববিদ্যালয় গুলো যদি পাবলিক এর মত শতবর্ষী হয় তাহলে এমন অবস্থা দাড়াবে যে সরকার ভর্তুকি দিয়েও আর পাবলিক এর জন্য স্টুডেন্ড খুজে পাবে না ৩পাবলিক বিশ্ববিদ্যালয় এর জন্য এত সরকারী বাজেট থাকা সত্বেও এই অবস্থা আর মজার ব্যাপার হলো সরকার এখন সেই বাজেট আহসানউল্লাহকেও দিতে চায় ৪পাবলিকের রাজনীতির কথা আমরা সবাই জানি একটা কথা আছে পাবলিকে ডুকে মানুষ হয়ে আর বের হয় অমানুষ হয়ে এর কারন স্পষ্টই রাজনীতি ৫পাবলিকে কয়টা ক্লাস ঠীকমত হয় তা সবারই জানা পাবলিকের টিচারদের ডিউটি টাইমে ক্যাম্পাসে পাওয়া গেলে সেটাকে ভাগ্যের ব্যাপার বলে মনে করা হয় ৫ইলেকট্রিকাল ও ইলেকট্রনিক্স অলিম্পিয়াড এর গত কয়েক বছরের চ্যাম্পিয়ন বিশ্ববিদ্যালয় গুলো হলব্রাকসাউথইষ্টবুয়েটআাহসানউল্লাহআহসানউল্লাহঢাকা ইউনিভার্সিটি এখানেও পাবলিকের সাফল্য কম ৬আইইবিieb এই রেঙ্ক এও প্রাইভেট ই সেরা আরো অনেক তথ্যই দেয়া যেতে পারে তবে সময় সল্পতার জন্য এখানেই সমাপ্ত করলাম আর যাবার আগে একটি প্রশ্ন আপনার কাছেআপনি কেন প্রাইভেট টেলিভিশনে সাংবাদিকতা বা উপস্থাপনা করছেন আপনার কি যোগ্যতা নাই,ব্রাকআহসানউল্লাহএআইইউবিসাউথইষ্টইউআইইউনর্থ সাউথইনডিপেনডেন্ডড্যাফোডিলইষ্টওয়েষ্টএশিয়াপপ্যাসিফিক সর্ম্প না কারন দেশের টপ প্রাইভেট বিশ্ববিদ্যালয়এক বাজে ইউনিভার্সি নিশ্চ খারাপ নাআর নিজে ঢাকা ইউনিভার্সিটিতে চান্স পায় পরি পরাশোনা কর আহসানউল্লাহ তেআর জানি আহসানউল্লাহ তে চান্স শতগুন কষ্ট ঢাকা বিশ্ববিদ্যালয় থেকেআর প্রাইভেট পাবলিক মধ্য কম্পারিজন ধর বাংলাদেশ রোবোকোপ চ্যাম্পিয়ন হলব্রাকব্রাকআহসানউল্লাহইউআইইউএআইইউবি আহসানউল্লাহসাউথইষ্ট পাবলিক প্রযুক্তিগত প্রতিযোগিতা জিত পার না পাবলিক বয়স প্রাইভেট বয়স কতএত অল্প সময় ব্যাবধানে পাবলিক ধরাশায়ী নামী দামী প্রাইভেট প্রাইভেট বিশ্ববিদ্যালয় গুলো পাবলিক শতবর্ষী দাড়াবে সরক ভর্তুকি দিয়ে পাবলিক স্টুডেন্ড খুজে পাবে না পাবলিক বিশ্ববিদ্যালয় সরকারী বাজেট সত্বে মজ ব্য সরক বাজেট আহসানউল্লাহকে পাবলিক রাজনীতির কথা জানি এক কথা পাব ডুক অমানুষ কারন স্পষ্ট রাজনীতি পাব কয় ক্লাস ঠীকমত সব পাবলিক টিচার ডিউ টাইমে ক্যাম্পাসে পাওয়া সেটা ভাগ্য ব্য ইলেকট্রিকাল ইলেকট্রনিক্স অলিম্পিয়াড বছর চ্যাম্পিয়ন বিশ্ববিদ্যালয় গুলো হলব্রাকসাউথইষ্টবুয়েটআাহসানউল্লাহআহসানউল্লাহঢাকা ইউনিভার্সিটি এখানে পাবলিক সাফল্য আইইবিieb রেঙ্ক এও প্রাইভেট আরো তথ্য দেয়া সময় সল্পত সমাপ্ত কর যাবা প্রশ্ন কাছেআপনি প্রাইভেট টেলিভিশনে সাংবাদিকতা উপস্থাপনা যোগ্যতা,0,0
fijilatil quran ekta sondeho jonok boi sangbadhiker jonmo porichoye sondeho ase 100,fijilatil quran ekta sondeho jonok boi sangbadhik jonmo porichoy sondeho ase,0,0
যমুনার খানকির পোলারা আগে টাকা চায় টাকা না দিলে খানকির পোলারা রিপোর্ট বানায় বেকগ্রাউন্ড সাউন্ড নিয়ে একটা বানেয়াট কথা বলে দিলেই হল হালারা ধান্ধাবাজ কিন্তু কিছু সত্য থাকলেও সালারা বেশির ভাগই মিথ্যা বলে,যমুন খানকির পোলা টাকা টাকা না দিলে খানকির পোলা রিপোর্ট বানায় বেকগ্রাউন্ড সাউন্ড এক বানেয়াট কথা দিলে হালা ধান্ধাবাজ থাকলে সালা বেশির ভাগ মিথ্যা,0,0
যমুনার খানকির পোলারা আগে টাকা চায় টাকা না দিলে খানকির পোলারা রিপোর্ট বানায় বেকগ্রাউন্ড সাউন্ড নিয়ে একটা বানেয়াট কথা বলে দিলেই হল হালারা ধান্ধাবাজ কিন্তু কিছু সত্য থাকলেও সালারা বেশির ভাগই মিথ্যা বলে,যমুন খানকির পোলা টাকা টাকা না দিলে খানকির পোলা রিপোর্ট বানায় বেকগ্রাউন্ড সাউন্ড এক বানেয়াট কথা দিলে হালা ধান্ধাবাজ থাকলে সালা বেশির ভাগ মিথ্যা,0,0
কুরআনের তাফসির নাকি সন্দেহজনক আবালীয়,কুরআন তাফসির সন্দেহজনক আবালীয়,0,0
taile public university te jara admit hou shob chor,tail public univers te jara admit hou shob chor,0,0
ক্ষ্যাপেন ক্যান বেশ কয়েকটা বিশ্ববিদ্যালয়ের নাম তো উল্লেখ করা হয়েছে,ক্ষ্যাপ ক্যান কয়েক বিশ্ববিদ্যালয়,1,0
১৫ টা stay campus list please,stay campu list pleas,1,0
please come to uits university of information technology sciences baridhara j block jamalpur tween tower,pleas come uit univers inform technolog scienc baridhara j block jamalpur tween tower,1,0
it is like a yeaba factory,like yeaba factori,1,0
private universitys students are bowler hen,privat univers student bowler hen,0,0
এই খানকির জন্মা কুরআনের তাফসীর বই কিভাবে সন্দেহজনক বই হতে পারে,খানকির জন্মা কুরআন তাফসীর বই সন্দেহজনক বই,0,0
vai bd shak hasina gov is she can solve problem and her order can solve problem,vai bd shak hasina gov solv problem order solv problem,2,0
গাঁজাখোর রিপোর্টার,গাঁজাখোর রিপোর্,0,0
gobeshona sheta abar ki lolz,gobeshona sheta abar ki lolz,1,0
সাংবাদিক ভাই হাঁপাতে হাঁপাতে বিশাল যে সব খবর শোনালেন তা আগে থেকেই বাজারে চাউর ছিল নতুন কছুই নয় অথচ নতুন কিছু শোনার প্রত্যাশায় আধাঘণ্টা ঠায় বসেছিলাম কেউ অনুরোধ করেনি বোকারা চিরকাল যা করে আর কি ব্যাঙের ছাতার মত গজিয়ে ওঠা শত শত বেসরকারী বিশ্ববিদ্যালয় ব্যাংক আর টেলিভিশন চ্যানেলে দেশ সয়লাব হয়ে গেছে কে কি করছে সেসবের কোন জবাবদিহিতা নাই এ অবস্থায় প্রতিটি নাগরিককে জেনে বুঝে পা বাড়াতে হবে সাংবাদিক ভাইকে বলবো দয়া করে টি ভি ক্যামেরার সামনে শ্বাসপ্রশ্বাস নিয়ন্ত্রনে রাখার কৌশলটা রপ্ত করে নিন তাহলে উপস্থাপনা দৃষ্টিকটু লাগবে না টি ভি চ্যানেলগুলোর প্রতি অনুরোধ চালুনীর একটি ছিদ্র আবিষ্কার করে ইউরেকা ইউরেকা বলে পাড়া মাত করবেন না এতে আমাদের ক্ষতির সম্ভাবনা ষোল আনা বাকী ছদ্রগুলো যথাস্থানে রেখেই এসব ফের আমাদের সামনে হাজির করা হবে নিরীহ মানুশকে বিভ্রান্ত করা হবে সবাইকে ধন্যবাদ বাংলাদেশ এগিয়ে চলুক দূর্বার,সাংবাদিক ভাই হাঁপা হাঁপা বিশাল খবর শোনা বাজারে চাউর কছু শোন প্রত্যাশায় আধাঘণ্ ঠায় বসেছি অনুরোধ করেনি বোকা চিরকাল ব্যাঙ ছাতা গজা ওঠা বেসরকারী বিশ্ববিদ্যালয় ব্যাংক টেলিভিশন চ্যানেল দেশ সয়লাব সেসব জবাবদিহিতা অবস্থায় প্রতি নাগরিক জান বুঝে পা বাড়া সাংবাদিক ভাইকে বলবো দয়া ভি ক্যামেরার শ্বাসপ্রশ্বাস নিয়ন্ত্রনে রাখা কৌশল রপ্ত নিন উপস্থাপনা দৃষ্টিকটু লাগবে না ভি চ্যানেল অনুরোধ চালুনীর ছিদ্র আবিষ্ক ইউরেকা ইউরেকা পাড়া মাত না ক্ষতির সম্ভাবনা ষোল আনা বাকী ছদ্র যথাস্থানে রাখ এসব হাজির নিরীহ মানুশ বিভ্রান্ত সবাইকে ধন্যবাদ বাংলাদেশ এগা চলুক দূর্ব,0,0
সাংবাদিক ভাই হাঁপাতে হাঁপাতে বিশাল যে সব খবর শোনালেন তা আগে থেকেই বাজারে চাউর ছিল নতুন কছুই নয় অথচ নতুন কিছু শোনার প্রত্যাশায় আধাঘণ্টা ঠায় বসেছিলাম কেউ অনুরোধ করেনি বোকারা চিরকাল যা করে আর কি ব্যাঙের ছাতার মত গজিয়ে ওঠা শত শত বেসরকারী বিশ্ববিদ্যালয় ব্যাংক আর টেলিভিশন চ্যানেলে দেশ সয়লাব হয়ে গেছে কে কি করছে সেসবের কোন জবাবদিহিতা নাই এ অবস্থায় প্রতিটি নাগরিককে জেনে বুঝে পা বাড়াতে হবে সাংবাদিক ভাইকে বলবো দয়া করে টি ভি ক্যামেরার সামনে শ্বাসপ্রশ্বাস নিয়ন্ত্রনে রাখার কৌশলটা রপ্ত করে নিন তাহলে উপস্থাপনা দৃষ্টিকটু লাগবে না টি ভি চ্যানেলগুলোর প্রতি অনুরোধ চালুনীর একটি ছিদ্র আবিষ্কার করে ইউরেকা ইউরেকা বলে পাড়া মাত করবেন না এতে আমাদের ক্ষতির সম্ভাবনা ষোল আনা বাকী ছদ্রগুলো যথাস্থানে রেখেই এসব ফের আমাদের সামনে হাজির করা হবে নিরীহ মানুশকে বিভ্রান্ত করা হবে সবাইকে ধন্যবাদ বাংলাদেশ এগিয়ে চলুক দূর্বার,সাংবাদিক ভাই হাঁপা হাঁপা বিশাল খবর শোনা বাজারে চাউর কছু শোন প্রত্যাশায় আধাঘণ্ ঠায় বসেছি অনুরোধ করেনি বোকা চিরকাল ব্যাঙ ছাতা গজা ওঠা বেসরকারী বিশ্ববিদ্যালয় ব্যাংক টেলিভিশন চ্যানেল দেশ সয়লাব সেসব জবাবদিহিতা অবস্থায় প্রতি নাগরিক জান বুঝে পা বাড়া সাংবাদিক ভাইকে বলবো দয়া ভি ক্যামেরার শ্বাসপ্রশ্বাস নিয়ন্ত্রনে রাখা কৌশল রপ্ত নিন উপস্থাপনা দৃষ্টিকটু লাগবে না ভি চ্যানেল অনুরোধ চালুনীর ছিদ্র আবিষ্ক ইউরেকা ইউরেকা পাড়া মাত না ক্ষতির সম্ভাবনা ষোল আনা বাকী ছদ্র যথাস্থানে রাখ এসব হাজির নিরীহ মানুশ বিভ্রান্ত সবাইকে ধন্যবাদ বাংলাদেশ এগা চলুক দূর্ব,0,0
asia pacific best private university for pharmacy so plzz all private university isnt same dont compare others stop this viral and lame,asia pacif best privat univers pharmaci plzz privat univers isnt dont compar other stop viral lame,1,0
শান্তমারিয়ম ইউনিভার্সিটি এসে দেখে যাও পড়াশুনা কাকে বলেআউলপাউল ইউনিভার্সিটি সাথে সব ভাসিটির তুলনা করবেন নাসব প্রাইভেট ভার্সিটি এক পাল্লায় মাপবেন না,শান্তমারিয়ম ইউনিভার্সিটি যাও পড়াশুনা কাক বলেআউলপাউল ইউনিভার্সিটি সাথে ভাসি তুলনা নাসব প্রাইভেট ভার্সিটি পাল্লায় মাপ না,1,0
শান্তমারিয়ম ইউনিভার্সিটি এসে দেখে যাও পড়াশুনা কাকে বলেআউলপাউল ইউনিভার্সিটি সাথে সব ভাসিটির তুলনা করবেন নাসব প্রাইভেট ভার্সিটি এক পাল্লায় মাপবেন না,শান্তমারিয়ম ইউনিভার্সিটি যাও পড়াশুনা কাক বলেআউলপাউল ইউনিভার্সিটি সাথে ভাসি তুলনা নাসব প্রাইভেট ভার্সিটি পাল্লায় মাপ না,1,0
you should change this title because all private varsity are not same,chang titl privat varsiti,0,0
এই গাধার বাচ্চা তোর পরিচয় অার বংশ পরিচয় নিয়া সন্দেহ হয় জাতীয় বিশ্ববিদ্যালয় কি তোরে পুটকি মারছে পাবলিকের পরেই অাল্পের জন্য বাদ পড়া মেধাবীরা জাতীয় তে পড়ে দেখিস না প্রতিবছর জাতীয় থেকে বিসিএস পায় ৩৬ তম তে ১৩ তম জাতীয় থেকে ঢাকা কবি নজরুল তীতুমীর কারমাইকেল ভিক্টোরীয়া এম সি সিটি সহ দেশের নাম করা কলেজ গুলা কি খারাপ নাকি অসভ্য মুর্খ মনে তো হয় না তোর কোন নিজস্ব পরিচয় অাছে,গাধা বাচ্চা তোর পরিচয় অার বংশ পরিচয় নিয়া সন্দেহ জাতীয় বিশ্ববিদ্যালয় তোরে পুটকি মার পাবলিক অাল্প পড়া মেধাবী জাতীয় তে পড়ে দেখ না প্রতিবছর জাতীয় বিসিএস পায় তম তে তম জাতীয় ঢাকা কবি নজরুল তীতুমীর কারমাইকেল ভিক্টোরীয়া এম সি সিটি দেশের কলেজ গুলা খারাপ অসভ্য মুর্খ না তোর নিজস্ব পরিচয় অাছ,0,0
এই গাধার বাচ্চা তোর পরিচয় অার বংশ পরিচয় নিয়া সন্দেহ হয় জাতীয় বিশ্ববিদ্যালয় কি তোরে পুটকি মারছে পাবলিকের পরেই অাল্পের জন্য বাদ পড়া মেধাবীরা জাতীয় তে পড়ে দেখিস না প্রতিবছর জাতীয় থেকে বিসিএস পায় ৩৬ তম তে ১৩ তম জাতীয় থেকে ঢাকা কবি নজরুল তীতুমীর কারমাইকেল ভিক্টোরীয়া এম সি সিটি সহ দেশের নাম করা কলেজ গুলা কি খারাপ নাকি অসভ্য মুর্খ মনে তো হয় না তোর কোন নিজস্ব পরিচয় অাছে,গাধা বাচ্চা তোর পরিচয় অার বংশ পরিচয় নিয়া সন্দেহ জাতীয় বিশ্ববিদ্যালয় তোরে পুটকি মার পাবলিক অাল্প পড়া মেধাবী জাতীয় তে পড়ে দেখ না প্রতিবছর জাতীয় বিসিএস পায় তম তে তম জাতীয় ঢাকা কবি নজরুল তীতুমীর কারমাইকেল ভিক্টোরীয়া এম সি সিটি দেশের কলেজ গুলা খারাপ অসভ্য মুর্খ না তোর নিজস্ব পরিচয় অাছ,0,0
approved,approv,1,0
chowdhury the correct spelling is varsity not see how good your public university students are ehhhhh,chowdhuri correct spell varsiti see good public univers student ehhhhh,0,0
chowdhury the correct spelling is varsity not see how good your public university students are ehhhhh,chowdhuri correct spell varsiti see good public univers student ehhhhh,0,0
প্রাইভেটের ব্যাপারে আপনাদের এত এলার্জি কেন,প্রাইভেটের আপনা এলার্জি,0,0
প্রাইভেটের ব্যাপারে আপনাদের এত এলার্জি কেন,প্রাইভেটের আপনা এলার্জি,0,0
আরো সন্ধান চাই,আরো সন্ধান চাই,1,0
ভাই ভালমত পড়েন লিখেছে এক বেসরকারী এক এক এক মানে 1,ভাই ভালমত পড় লিখ বেসরকারী,0,0
alux bd eikhane bad kichu boli ni just ekta smile diye banan vhul bolechi,alux bd eikhan bad kichu boli ni ekta smile diy banan vhul bolechi,1,0
nsu uiu aiub ewu iub eigula ki morsilo black listed university gulu niya binodon ditesen,nsu uiu aiub ewu iub eigula ki morsilo black list univers gulu niya binodon ditesen,0,0
